,truck,loader,ton,n_shovel,truck_total_cycle,loader_total_cycle,distance_empty,distance_full,date
173668,CAEX85,PH55,271.6612944979825,5.0,1629.0,504.0,1775.0,3790.0,2023-09-17
173676,CAEX17,PH06,260.3601617811504,3.0,2050.0,360.0,6068.0,5099.0,2023-09-17
173737,CAEX66,PH58,361.4660091069838,4.0,3158.0,209.0,10365.0,6952.0,2023-09-17
173794,CAEX46,PH55,272.3824015360929,3.0,1239.0,267.0,3830.0,2084.0,2023-09-17
173810,CAEX39,PH55,273.13369372863684,3.0,862.0,356.0,3898.0,1958.0,2023-09-17
173896,CAEX94,PH48,276.73662789286084,3.0,2371.0,390.0,8045.0,8215.0,2023-09-18
173937,CAEX64,PH48,370.9609515721288,3.0,455.0,155.0,2256.0,2068.0,2023-09-18
174085,CAEX31,PH48,271.0441030682615,3.0,3241.0,139.0,9905.0,13349.0,2023-09-18
174086,CAEX21,PH58,363.8833475075308,3.0,547.0,145.0,7952.0,7829.0,2023-09-18
174091,CAEX64,PH48,376.917883773331,3.0,313.0,291.0,2292.0,2111.0,2023-09-18
174130,CAEX23,PH48,274.9897425180999,4.0,1448.0,249.0,9778.0,8185.0,2023-09-18
174154,CAEX07,PH48,275.6880218890518,3.0,3428.0,231.0,7320.0,7410.0,2023-09-18
174211,CAEX81,PH48,276.17187508041485,3.0,3918.0,344.0,9954.0,7330.0,2023-09-18
174251,CAEX25,PH58,368.8434121337574,3.0,3831.0,272.0,715.0,6655.0,2023-09-18
174355,CAEX41,PH48,361.4746844263077,4.0,1822.0,165.0,7588.0,8172.0,2023-09-18
174458,CAEX56,PH48,266.97967701388893,4.0,2595.0,379.0,7401.0,7470.0,2023-09-19
174470,CAEX13,PH48,364.1846657502856,4.0,2799.0,466.0,9483.0,7809.0,2023-09-19
174497,CAEX66,PH48,270.951730466761,3.0,3135.0,69.0,9864.0,8278.0,2023-09-19
174567,CAEX07,PH58,271.3839765298148,3.0,2369.0,322.0,10278.0,6745.0,2023-09-19
174582,CAEX13,PH58,369.6615154798339,4.0,1963.0,385.0,7807.0,5572.0,2023-09-19
174597,CAEX25,PH48,276.0136778550309,3.0,1720.0,240.0,7976.0,2311.0,2023-09-19
174610,CAEX24,PH55,276.23082366197974,3.0,1151.0,285.0,1834.0,1742.0,2023-09-19
174642,CAEX10,PH48,266.9024358149283,4.0,3036.0,520.0,7538.0,7399.0,2023-09-19
174663,CAEX98,PH48,262.9542820665698,3.0,559.0,311.0,2182.0,2115.0,2023-09-19
174745,CAEX71,PH58,271.14945643769033,3.0,1318.0,309.0,9312.0,7569.0,2023-09-19
174857,CAEX42,PH48,275.27425373987745,5.0,3392.0,335.0,10117.0,7617.0,2023-09-19
174938,CAEX10,PH06,367.6204780597088,4.0,1960.0,385.0,6997.0,4996.0,2023-09-19
174987,CAEX31,PH55,265.9770751256385,3.0,1196.0,210.0,1902.0,1947.0,2023-09-19
174992,CAEX01,PH48,271.9292587881408,3.0,659.0,324.0,2009.0,8615.0,2023-09-19
175005,CAEX81,PH48,274.04214316693094,3.0,3012.0,329.0,9842.0,8248.0,2023-09-19
175030,CAEX98,PH48,274.2089759015999,3.0,2571.0,177.0,7916.0,8238.0,2023-09-19
175043,CAEX66,PH06,364.09061475249456,5.0,2339.0,312.0,7848.0,4990.0,2023-09-19
175077,CAEX98,PH48,276.0635277874832,3.0,2451.0,243.0,7617.0,7693.0,2023-09-20
175195,CAEX80,PH06,365.6776541993542,3.0,2683.0,498.0,7812.0,9868.0,2023-09-20
175201,CAEX98,PH48,267.43396803678496,3.0,2910.0,328.0,9450.0,7718.0,2023-09-20
175308,CAEX94,PH48,272.2802277307684,4.0,2863.0,219.0,9388.0,7889.0,2023-09-20
175310,CAEX22,PH58,271.2051660470124,3.0,2650.0,300.0,7317.0,7483.0,2023-09-20
175449,CAEX46,PH48,274.2558284629619,3.0,2471.0,423.0,9315.0,8050.0,2023-09-20
175541,CAEX55,PH58,276.315988466008,3.0,2402.0,366.0,7619.0,7262.0,2023-09-20
175556,CAEX49,PH48,369.8895687368433,4.0,3349.0,359.0,7510.0,7913.0,2023-09-20
175778,CAEX07,PH48,274.5445672360923,3.0,3101.0,378.0,8206.0,8204.0,2023-09-21
175851,CAEX56,PH48,275.9505428779402,4.0,2917.0,82.0,9378.0,7789.0,2023-09-21
175869,CAEX47,PH48,361.4643931120328,3.0,2720.0,197.0,9467.0,8005.0,2023-09-21
175944,CAEX80,PH58,362.72308079776417,4.0,2330.0,430.0,9177.0,7468.0,2023-09-21
176042,CAEX23,PH06,361.3207601154429,4.0,2046.0,249.0,5804.0,5068.0,2023-09-21
176262,CAEX41,PH48,367.3560965042411,3.0,4337.0,51.0,14344.0,12931.0,2023-09-22
176268,CAEX74,PH06,362.53728446188,5.0,3335.0,471.0,8963.0,9126.0,2023-09-22
176273,CAEX71,PH06,364.37655991411,4.0,2655.0,322.0,6705.0,9752.0,2023-09-22
176298,CAEX10,PH48,369.6116860814862,4.0,3118.0,320.0,7673.0,12879.0,2023-09-22
176433,CAEX25,PH58,361.9680888940583,3.0,3229.0,249.0,9046.0,9006.0,2023-09-22
176522,CAEX90,PH58,363.006212843976,4.0,3665.0,248.0,7552.0,9271.0,2023-09-22
176608,CAEX47,PH48,365.2548585402678,4.0,3391.0,251.0,7342.0,12844.0,2023-09-22
176693,CAEX87,PH06,269.2630743750132,5.0,2667.0,562.0,6957.0,9759.0,2023-09-22
176851,CAEX21,PH58,361.64845155804505,4.0,2666.0,296.0,9134.0,5718.0,2023-09-22
176856,CAEX48,PH55,362.59637486960025,5.0,1246.0,459.0,2131.0,1962.0,2023-09-22
176923,CAEX31,PH58,276.49561978837056,3.0,2848.0,395.0,9096.0,5497.0,2023-09-22
176947,CAEX31,PH48,274.5104252942228,3.0,3447.0,380.0,8055.0,8254.0,2023-09-23
177064,CAEX21,PH06,274.2234768029842,5.0,3126.0,602.0,7083.0,9100.0,2023-09-23
177116,CAEX98,PH06,268.8874299950504,3.0,1823.0,180.0,8880.0,8833.0,2023-09-23
177258,CAEX25,PH06,275.55660142614755,3.0,2302.0,107.0,6986.0,7156.0,2023-09-23
177273,CAEX58,PH48,361.3486528008481,4.0,3313.0,455.0,8603.0,8182.0,2023-09-23
177334,CAEX21,PH06,274.183399016375,5.0,3285.0,367.0,5939.0,6079.0,2023-09-24
177351,CAEX44,PH58,276.25762154429384,4.0,2505.0,516.0,7876.0,7593.0,2023-09-24
177364,CAEX44,PH06,276.9735267628333,3.0,2230.0,405.0,6850.0,7301.0,2023-09-24
177444,CAEX13,PH06,272.1209570766335,3.0,1724.0,281.0,5725.0,2841.0,2023-09-24
177451,CAEX52,PH06,275.95392009282176,6.0,2963.0,383.0,9347.0,5954.0,2023-09-24
177517,CAEX46,PH48,268.7153264113628,3.0,2608.0,208.0,9443.0,7824.0,2023-09-24
177521,CAEX37,PH58,364.96317469482847,3.0,1105.0,86.0,7183.0,7521.0,2023-09-24
177573,CAEX07,PH06,270.03853513118366,3.0,1784.0,243.0,5729.0,3072.0,2023-09-24
177580,CAEX60,PH06,261.46776287296683,3.0,1472.0,309.0,5852.0,3050.0,2023-09-24
177584,CAEX25,PH58,274.5421741388355,3.0,2769.0,316.0,9261.0,5653.0,2023-09-24
177615,CAEX90,PH06,275.354681906916,3.0,2490.0,405.0,7100.0,5923.0,2023-09-24
177647,CAEX54,PH48,383.3527267634374,4.0,2753.0,216.0,7528.0,8245.0,2023-09-24
177701,CAEX39,PH58,365.0347348152957,4.0,2140.0,287.0,7716.0,7212.0,2023-09-24
177715,CAEX70,PH58,362.0763409267959,4.0,2334.0,489.0,7763.0,5631.0,2023-09-24
177734,CAEX37,PH58,368.2445544380449,3.0,2888.0,229.0,7356.0,7096.0,2023-09-24
177743,CAEX98,PH06,276.5530035946136,3.0,663.0,180.0,6000.0,3053.0,2023-09-24
177758,CAEX30,PH06,361.4454074047976,4.0,1054.0,256.0,5864.0,3117.0,2023-09-24
177788,CAEX66,PH06,269.9520888209506,3.0,1435.0,378.0,6031.0,2842.0,2023-09-24
177796,CAEX31,PH48,273.8309040765327,3.0,1158.0,317.0,8155.0,8057.0,2023-09-24
177912,CAEX70,PH58,269.9420886604359,3.0,2027.0,170.0,7247.0,5430.0,2023-09-24
177951,CAEX37,PH06,365.1805570504683,3.0,1496.0,236.0,6850.0,2816.0,2023-09-25
177971,CAEX54,PH58,373.9531682426262,3.0,2316.0,137.0,1612.0,7877.0,2023-09-25
178024,CAEX52,PH48,262.82195263953224,5.0,3598.0,407.0,7526.0,8686.0,2023-09-25
178132,CAEX46,PH06,276.8866481416917,3.0,1390.0,274.0,5838.0,3105.0,2023-09-25
178217,CAEX52,PH06,260.53723689962555,3.0,1497.0,103.0,5777.0,6067.0,2023-09-25
178245,CAEX94,PH48,267.2671915113724,3.0,3513.0,389.0,7707.0,8725.0,2023-09-25
178387,CAEX62,PH58,365.8198767696348,3.0,2421.0,118.0,7493.0,7798.0,2023-09-25
178389,CAEX31,PH58,273.6837051902877,4.0,3048.0,181.0,7458.0,6183.0,2023-09-25
178433,CAEX37,PH58,371.179078834042,3.0,1298.0,443.0,8954.0,5697.0,2023-09-25
178542,CAEX93,PH48,271.7993857080636,3.0,3421.0,241.0,9054.0,8283.0,2023-09-25
178642,CAEX80,PH48,274.09813559135523,3.0,3385.0,159.0,7435.0,8211.0,2023-09-25
178705,CAEX46,PH58,374.6433153256068,4.0,3398.0,424.0,2297.0,8774.0,2023-09-26
178725,CAEX85,PH58,268.1562864134699,3.0,3746.0,253.0,8351.0,12919.0,2023-09-26
178837,CAEX21,PH06,265.0920113957452,3.0,657.0,254.0,4835.0,2855.0,2023-09-26
178844,CAEX87,PH06,371.4130797654155,4.0,1280.0,390.0,2809.0,2921.0,2023-09-26
178887,CAEX98,PH58,362.0482719374475,4.0,3457.0,255.0,8721.0,8779.0,2023-09-26
179029,CAEX39,PH58,367.0624876324194,4.0,4386.0,235.0,8845.0,8917.0,2023-09-26
179046,CAEX74,PH06,272.9384714764463,3.0,1115.0,334.0,2767.0,2780.0,2023-09-26
179068,CAEX41,PH06,362.5139235568543,4.0,1165.0,532.0,2910.0,2761.0,2023-09-26
179072,CAEX81,PH06,272.7293140608326,3.0,1527.0,211.0,2907.0,1680.0,2023-09-26
179111,CAEX07,PH48,263.5515430584728,3.0,3304.0,227.0,7676.0,8835.0,2023-09-26
179250,CAEX87,PH06,363.7368580918771,4.0,836.0,256.0,2667.0,2702.0,2023-09-26
179269,CAEX80,PH58,372.7507849542711,4.0,1869.0,104.0,7804.0,7859.0,2023-09-26
179285,CAEX25,PH48,269.08524873147167,3.0,3280.0,123.0,8381.0,8317.0,2023-09-26
179312,CAEX23,PH58,276.79268752226454,3.0,3655.0,408.0,8829.0,8770.0,2023-09-26
179420,CAEX49,PH06,364.0524355753863,3.0,771.0,163.0,2666.0,2734.0,2023-09-26
179527,CAEX87,PH58,368.209942916552,3.0,2592.0,273.0,8205.0,7717.0,2023-09-27
179750,CAEX81,PH06,379.5684404253592,3.0,1003.0,117.0,2747.0,2786.0,2023-09-27
179792,CAEX84,PH06,274.08435931825534,4.0,2078.0,132.0,5819.0,2951.0,2023-09-27
179875,CAEX37,PH58,363.80752810997535,3.0,2963.0,353.0,5912.0,12906.0,2023-09-27
180005,CAEX84,PH58,276.7788078457453,3.0,2772.0,315.0,9528.0,7892.0,2023-09-27
180158,CAEX70,PH06,269.88661532540715,3.0,1049.0,246.0,2860.0,2805.0,2023-09-27
180226,CAEX49,PH48,276.8492657985591,3.0,2670.0,483.0,9210.0,5678.0,2023-09-28
180262,CAEX25,PH58,366.026002902532,3.0,3258.0,333.0,6071.0,8148.0,2023-09-28
180318,CAEX44,PH48,274.1445064323193,3.0,2642.0,382.0,9160.0,5912.0,2023-09-28
180360,CAEX94,PH06,272.82282667919856,3.0,1293.0,497.0,2742.0,2754.0,2023-09-28
180365,CAEX73,PH58,275.50252038818445,3.0,2570.0,150.0,7861.0,8216.0,2023-09-28
180462,CAEX37,PH06,377.5616517661388,3.0,1095.0,360.0,2836.0,2750.0,2023-09-28
180490,CAEX46,PH48,276.3194553806645,3.0,1168.0,425.0,5738.0,7591.0,2023-09-28
180627,CAEX37,PH48,363.65974339239295,3.0,1794.0,370.0,5570.0,5479.0,2023-09-28
180706,CAEX58,PH58,370.4421593976547,3.0,2359.0,420.0,7916.0,8059.0,2023-09-28
180745,CAEX46,PH58,369.8002575724186,3.0,558.0,189.0,3389.0,3488.0,2023-09-28
180830,CAEX46,PH58,365.29799499755626,4.0,1596.0,294.0,3445.0,7945.0,2023-09-28
180947,CAEX58,PH06,275.45115041181,3.0,1355.0,138.0,2779.0,4884.0,2023-09-29
181033,CAEX96,PH06,274.84420514469093,3.0,1430.0,114.0,4947.0,1223.0,2023-09-29
181242,CAEX64,PH58,276.2034088300549,3.0,2605.0,282.0,7853.0,8199.0,2023-09-29
181293,CAEX25,PH06,274.1580854409026,3.0,1697.0,216.0,889.0,4781.0,2023-09-29
181462,CAEX25,PH55,271.8511199183253,4.0,2954.0,350.0,14428.0,3409.0,2023-09-30
181504,CAEX17,PH55,269.6095255328503,4.0,1626.0,705.0,3277.0,3190.0,2023-09-30
181545,CAEX74,PH06,276.39689844787864,3.0,1594.0,484.0,6165.0,5147.0,2023-09-30
181586,CAEX23,PH06,365.9569969452694,4.0,2257.0,358.0,6141.0,5060.0,2023-09-30
181610,CAEX07,PH06,268.2170097775346,3.0,1323.0,194.0,6278.0,4960.0,2023-09-30
181712,CAEX30,PH06,273.2375420313099,3.0,1544.0,453.0,4831.0,4964.0,2023-09-30
181785,CAEX39,PH58,379.0335674377056,4.0,3765.0,230.0,9333.0,5568.0,2023-09-30
181821,CAEX46,PH06,272.99415730073594,3.0,2363.0,179.0,8015.0,5077.0,2023-09-30
181945,CAEX42,PH06,270.37303758846224,3.0,1477.0,229.0,4727.0,5026.0,2023-09-30
182105,CAEX56,PH06,261.511730337821,4.0,1833.0,411.0,4973.0,5227.0,2023-10-01
182129,CAEX94,PH06,272.62058725620864,3.0,1525.0,397.0,5917.0,6061.0,2023-10-01
182136,CAEX22,PH06,260.1853135399324,3.0,2140.0,203.0,6006.0,6037.0,2023-10-01
182180,CAEX52,PH06,366.5780028450071,3.0,3014.0,227.0,4977.0,9951.0,2023-10-01
182348,CAEX31,PH55,274.8375244406895,4.0,1113.0,109.0,3433.0,3140.0,2023-10-01
182400,CAEX96,PH06,275.3052261001512,3.0,1640.0,282.0,5135.0,5109.0,2023-10-01
182413,CAEX52,PH06,273.2833218927133,3.0,1634.0,387.0,4863.0,5032.0,2023-10-01
182461,CAEX64,PH55,272.2246269669985,5.0,1762.0,570.0,3348.0,3174.0,2023-10-01
182503,CAEX66,PH55,267.2573906563724,5.0,1680.0,554.0,3252.0,3377.0,2023-10-01
182515,CAEX81,PH06,271.37246937137047,3.0,2134.0,164.0,5978.0,6028.0,2023-10-01
182538,CAEX81,PH48,272.84127396823334,3.0,2736.0,136.0,8211.0,7855.0,2023-10-01
182559,CAEX30,PH06,274.8831271955762,3.0,1680.0,210.0,4958.0,4917.0,2023-10-01
182609,CAEX41,PH48,276.032029221054,3.0,3572.0,403.0,8079.0,8230.0,2023-10-01
182671,CAEX87,PH58,373.00797885360015,5.0,2138.0,607.0,8005.0,8179.0,2023-10-01
182684,CAEX39,PH48,362.3751920691596,3.0,3850.0,404.0,7952.0,8104.0,2023-10-01
182752,CAEX93,PH55,364.1702768624058,4.0,1713.0,378.0,3261.0,3216.0,2023-10-01
182884,CAEX94,PH48,275.32646146481727,4.0,2007.0,339.0,9620.0,9776.0,2023-10-02
182951,CAEX49,PH06,274.37201737223285,3.0,4189.0,380.0,9165.0,14083.0,2023-10-02
183086,CAEX94,PH48,277.00176417673964,3.0,2510.0,214.0,9448.0,9650.0,2023-10-02
183183,CAEX64,PH48,272.3878100843736,3.0,2952.0,102.0,8039.0,9711.0,2023-10-02
183217,CAEX66,PH48,272.06582966902783,3.0,2710.0,235.0,7816.0,8015.0,2023-10-02
183270,CAEX55,PH06,271.0802539827208,5.0,2330.0,720.0,9334.0,9432.0,2023-10-02
183366,CAEX22,PH58,273.0104713202938,3.0,3233.0,265.0,7571.0,8361.0,2023-10-02
183380,CAEX17,PH48,261.1865373150516,3.0,2789.0,466.0,9720.0,9597.0,2023-10-02
183450,CAEX66,PH48,272.68796723175086,3.0,2985.0,273.0,9497.0,8100.0,2023-10-02
183509,CAEX23,PH58,273.1083944981634,3.0,2371.0,217.0,7087.0,7257.0,2023-10-03
183517,CAEX66,PH48,276.9482552763663,3.0,2928.0,176.0,5694.0,12639.0,2023-10-03
183534,CAEX46,PH58,275.9359089026817,3.0,2481.0,88.0,7087.0,7106.0,2023-10-03
183544,CAEX34,PH58,274.3658081382457,3.0,2389.0,150.0,9127.0,7168.0,2023-10-03
183551,CAEX62,PH58,272.6070552721267,3.0,1194.0,58.0,7260.0,7146.0,2023-10-03
183585,CAEX94,PH58,276.35864428163933,3.0,1197.0,233.0,9042.0,7397.0,2023-10-03
183597,CAEX66,PH55,362.3689156242879,4.0,1748.0,257.0,3155.0,3435.0,2023-10-03
183676,CAEX87,PH55,375.8580463643485,4.0,1714.0,418.0,3202.0,3330.0,2023-10-03
183680,CAEX07,PH48,268.1219739976578,3.0,2662.0,521.0,8153.0,8090.0,2023-10-03
183802,CAEX87,PH55,363.5980510510475,4.0,1527.0,316.0,3316.0,3407.0,2023-10-03
183834,CAEX34,PH48,274.2970646049567,3.0,2942.0,216.0,9551.0,8254.0,2023-10-03
183864,CAEX64,PH58,276.07912995489465,3.0,3092.0,125.0,7064.0,8467.0,2023-10-03
183904,CAEX66,PH55,365.6400843829308,4.0,1533.0,220.0,3216.0,3378.0,2023-10-03
183912,CAEX66,PH58,275.99722089539847,3.0,2279.0,236.0,9280.0,7148.0,2023-10-03
183917,CAEX31,PH48,261.50276837015303,3.0,2513.0,347.0,5878.0,8252.0,2023-10-03
183922,CAEX42,PH48,362.1494063959749,4.0,1486.0,293.0,5605.0,8101.0,2023-10-03
184078,CAEX34,PH58,272.5878755691407,3.0,2061.0,295.0,9374.0,7354.0,2023-10-03
184085,CAEX23,PH48,274.0938047982222,3.0,2382.0,324.0,5696.0,8101.0,2023-10-03
184158,CAEX54,PH55,267.70400937486824,5.0,1478.0,252.0,3251.0,3447.0,2023-10-04
184168,CAEX07,PH48,272.9501680631414,3.0,2687.0,228.0,7560.0,8056.0,2023-10-04
184169,CAEX31,PH58,270.9506798976794,3.0,1789.0,261.0,8619.0,6898.0,2023-10-04
184377,CAEX96,PH48,274.0485734650404,3.0,2614.0,493.0,7602.0,8098.0,2023-10-04
184387,CAEX07,PH48,269.3368963374664,3.0,2239.0,292.0,9615.0,7961.0,2023-10-04
184390,CAEX71,PH58,267.3596384044961,3.0,2024.0,184.0,8620.0,7336.0,2023-10-04
184436,CAEX41,PH58,267.04520192642457,3.0,2909.0,110.0,8739.0,7008.0,2023-10-04
184439,CAEX81,PH58,273.02910710224114,3.0,3962.0,232.0,11052.0,7165.0,2023-10-04
184538,CAEX25,PH55,276.0526193362149,3.0,1914.0,448.0,3357.0,3362.0,2023-10-04
184625,CAEX24,PH58,272.199115757166,4.0,3332.0,512.0,10958.0,9281.0,2023-10-04
184626,CAEX44,PH58,269.9829535254781,3.0,2131.0,212.0,10781.0,7067.0,2023-10-04
184636,CAEX62,PH48,361.3125518395394,4.0,3445.0,206.0,8035.0,8112.0,2023-10-04
184638,CAEX25,PH55,276.2607047457623,5.0,1647.0,518.0,3392.0,3214.0,2023-10-04
184692,CAEX07,PH48,272.29533049309674,3.0,2381.0,346.0,7676.0,8289.0,2023-10-04
184696,CAEX60,PH55,365.6343689227484,5.0,1826.0,526.0,3222.0,3304.0,2023-10-04
184733,CAEX37,PH58,270.7795118203646,3.0,2073.0,114.0,8617.0,7115.0,2023-10-04
184849,CAEX64,PH55,366.8281942399735,4.0,1677.0,225.0,3399.0,3190.0,2023-10-05
184917,CAEX17,PH55,275.6775122492616,4.0,1698.0,191.0,3229.0,3350.0,2023-10-05
184964,CAEX42,PH58,271.32969752378494,3.0,2208.0,144.0,8780.0,6905.0,2023-10-05
184986,CAEX66,PH48,271.3270558853736,3.0,2612.0,282.0,9751.0,8160.0,2023-10-05
185004,CAEX55,PH58,275.16030195038223,3.0,2318.0,257.0,11017.0,7143.0,2023-10-05
185057,CAEX66,PH48,260.03894507744656,3.0,3041.0,359.0,7644.0,8338.0,2023-10-05
185212,CAEX54,PH55,361.7731369409881,4.0,1620.0,285.0,3758.0,3753.0,2023-10-05
185233,CAEX93,PH55,276.206904568562,3.0,1554.0,183.0,3677.0,3672.0,2023-10-05
185282,CAEX31,PH58,275.004168162044,4.0,2172.0,400.0,8742.0,7103.0,2023-10-05
185364,CAEX54,PH55,361.8728136079435,4.0,1558.0,270.0,2521.0,3579.0,2023-10-05
185395,CAEX64,PH55,274.9640358579551,3.0,1411.0,175.0,3291.0,3280.0,2023-10-05
185405,CAEX93,PH55,275.73628810179906,3.0,1612.0,448.0,3430.0,3286.0,2023-10-05
185415,CAEX23,PH48,263.8665384572509,3.0,2925.0,366.0,7492.0,8147.0,2023-10-05
185487,CAEX39,PH48,367.1528557372004,3.0,2328.0,208.0,9659.0,8362.0,2023-10-05
185495,CAEX98,PH48,274.3033502351454,4.0,2967.0,314.0,9877.0,8368.0,2023-10-05
185502,CAEX17,PH55,274.57431330305565,5.0,1658.0,454.0,3222.0,3251.0,2023-10-05
185518,CAEX01,PH55,361.50457119708005,4.0,1749.0,328.0,3677.0,3718.0,2023-10-05
185564,CAEX25,PH58,270.5302063349903,3.0,2249.0,218.0,8665.0,7188.0,2023-10-05
185637,CAEX55,PH58,369.4059153791256,4.0,2109.0,357.0,8789.0,7053.0,2023-10-05
185659,CAEX54,PH55,369.6330156980905,4.0,1558.0,360.0,3525.0,3661.0,2023-10-05
185769,CAEX07,PH48,369.5493386040194,4.0,3410.0,410.0,5965.0,8813.0,2023-10-06
185771,CAEX52,PH58,271.6396218660577,3.0,2565.0,207.0,5775.0,6101.0,2023-10-06
185813,CAEX55,PH48,264.9498021423597,5.0,3031.0,446.0,5905.0,8975.0,2023-10-06
185866,CAEX49,PH55,384.3280144573845,4.0,1659.0,484.0,3576.0,3586.0,2023-10-06
185875,CAEX31,PH48,362.1287857505919,3.0,2929.0,305.0,6002.0,8481.0,2023-10-06
185906,CAEX49,PH58,366.7626322742999,4.0,2049.0,384.0,8758.0,6296.0,2023-10-06
186053,CAEX49,PH55,262.2157743370063,4.0,2247.0,464.0,3757.0,3528.0,2023-10-06
186151,CAEX54,PH55,368.4514340882754,4.0,1888.0,250.0,2668.0,3677.0,2023-10-06
186201,CAEX44,PH48,276.78485176287995,3.0,3314.0,436.0,8294.0,8730.0,2023-10-06
186205,CAEX34,PH48,276.779362462338,3.0,2929.0,445.0,6224.0,8415.0,2023-10-06
186314,CAEX10,PH48,365.54166735016537,4.0,3142.0,413.0,6020.0,8098.0,2023-10-06
186331,CAEX81,PH55,274.0220070211776,4.0,1510.0,530.0,2520.0,3569.0,2023-10-06
186342,CAEX70,PH48,362.4997376613988,4.0,3345.0,268.0,5848.0,8427.0,2023-10-06
186349,CAEX87,PH55,361.4593391756732,4.0,1315.0,96.0,3488.0,3565.0,2023-10-06
186395,CAEX98,PH55,275.132378750103,3.0,1194.0,198.0,3522.0,3660.0,2023-10-06
186421,CAEX46,PH58,367.4225111406017,4.0,2136.0,228.0,5972.0,5801.0,2023-10-07
186433,CAEX17,PH06,272.9048636146278,3.0,1959.0,157.0,2973.0,5325.0,2023-10-07
186439,CAEX52,PH58,376.55925354503705,4.0,2058.0,481.0,5976.0,6023.0,2023-10-07
186499,CAEX47,PH58,365.2607259496573,4.0,2338.0,413.0,6169.0,6028.0,2023-10-07
186513,CAEX48,PH55,364.3787619270929,5.0,1829.0,422.0,2650.0,3736.0,2023-10-07
186553,CAEX94,PH58,274.8058854447432,4.0,4461.0,148.0,6060.0,10485.0,2023-10-07
186566,CAEX08,PH55,363.1575263354988,4.0,1850.0,236.0,3661.0,3467.0,2023-10-07
186575,CAEX47,PH58,362.0833128850334,4.0,2702.0,171.0,7674.0,6079.0,2023-10-07
186578,CAEX85,PH58,369.17792644166383,4.0,3537.0,162.0,12828.0,5804.0,2023-10-07
186585,CAEX93,PH55,362.28247126963737,3.0,1788.0,194.0,3566.0,3587.0,2023-10-07
186589,CAEX84,PH55,271.8771340343577,4.0,1520.0,430.0,3657.0,3755.0,2023-10-07
186593,CAEX85,PH58,366.26274580872473,4.0,2076.0,292.0,5826.0,6102.0,2023-10-07
186651,CAEX48,PH55,367.9447479631895,4.0,1956.0,317.0,3508.0,3604.0,2023-10-07
186677,CAEX31,PH58,265.2958277741908,3.0,2083.0,331.0,6134.0,6303.0,2023-10-07
186706,CAEX08,PH55,373.4128255594393,4.0,2061.0,466.0,3594.0,3760.0,2023-10-07
186729,CAEX70,PH58,365.1003558953062,4.0,2336.0,440.0,8036.0,6174.0,2023-10-07
186741,CAEX34,PH55,268.42903221573806,3.0,1372.0,470.0,3560.0,3575.0,2023-10-07
186751,CAEX47,PH58,365.08102415095584,3.0,2212.0,409.0,8440.0,6184.0,2023-10-07
186784,CAEX24,PH58,366.54037701163554,4.0,1491.0,345.0,8283.0,5796.0,2023-10-07
186811,CAEX25,PH58,371.20988295571067,3.0,2968.0,223.0,8314.0,6054.0,2023-10-07
186934,CAEX01,PH06,370.19158151178345,5.0,2935.0,421.0,6155.0,9994.0,2023-10-07
186936,CAEX70,PH58,365.967310223492,4.0,1496.0,261.0,5818.0,8201.0,2023-10-07
186956,CAEX46,PH06,269.0808585254674,3.0,766.0,130.0,1392.0,1242.0,2023-10-07
187007,CAEX96,PH55,264.1256757824944,4.0,1480.0,370.0,3604.0,2840.0,2023-10-08
187013,CAEX81,PH55,276.54506931968416,3.0,1732.0,343.0,2683.0,2742.0,2023-10-08
187014,CAEX56,PH55,276.2496078555399,4.0,1217.0,206.0,3492.0,2680.0,2023-10-08
187022,CAEX22,PH06,366.2298555523084,3.0,1379.0,512.0,4237.0,2838.0,2023-10-08
187117,CAEX96,PH06,363.95719169329686,3.0,1239.0,380.0,2916.0,3054.0,2023-10-08
187127,CAEX41,PH06,367.8726454874162,3.0,1018.0,259.0,2979.0,2937.0,2023-10-08
187198,CAEX31,PH58,266.9359197747808,3.0,3499.0,421.0,8484.0,8542.0,2023-10-08
187241,CAEX52,PH55,366.6016767704121,4.0,1691.0,268.0,2702.0,3487.0,2023-10-08
187250,CAEX56,PH55,275.25573606275344,5.0,1322.0,198.0,2733.0,2569.0,2023-10-08
187263,CAEX34,PH55,272.7953387395901,3.0,1137.0,317.0,2627.0,2841.0,2023-10-08
187264,CAEX55,PH06,362.4340618576403,4.0,1262.0,228.0,2820.0,2560.0,2023-10-08
187284,CAEX22,PH58,270.4271402903461,3.0,2926.0,291.0,8491.0,8631.0,2023-10-08
187350,CAEX60,PH58,363.4054835008993,4.0,3529.0,404.0,6310.0,8554.0,2023-10-08
187361,CAEX22,PH58,274.0101195018093,3.0,1163.0,275.0,8629.0,8536.0,2023-10-08
187461,CAEX52,PH55,273.6441423430833,5.0,1177.0,357.0,2574.0,2698.0,2023-10-08
187467,CAEX62,PH06,376.0671912783006,4.0,1021.0,462.0,6104.0,6249.0,2023-10-08
187614,CAEX54,PH55,369.10988348602285,3.0,1344.0,326.0,2888.0,2775.0,2023-10-08
187619,CAEX70,PH58,376.717855161384,4.0,3539.0,301.0,7504.0,8506.0,2023-10-08
187624,CAEX55,PH55,275.827851908297,4.0,1499.0,210.0,3556.0,2571.0,2023-10-08
187653,CAEX44,PH55,271.47047689754606,4.0,1547.0,399.0,2895.0,2771.0,2023-10-09
